template_id,template,n_examples
65,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:7].[C:6]-[OH;D1;+0:5]>>[#15:1]-[OH;D1;+0:2].[#8:3]-[C@@H;D3;+0:4](-[O;H0;D2;+0:5]-[C:6])-[C:7],30
66,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH2;D2;+0:13]-[CH2;D2;+0:14]-[C:15]=[O;D1;H0:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]/[CH;D2;+0:13]=[CH;D2;+0:14]/[C:15]=[O;D1;H0:16],29
67,[C;D1;H3:1]-[CH2;D2;+0:2]-[OH;D1;+0:6].[O;D1;H0:5]=[C:4]-[OH;D1;+0:3]>>[C;D1;H3:1]-[CH2;D2;+0:2]-[O;H0;D2;+0:3]-[C:4]=[O;D1;H0:5].[OH2;D0;+0:6],29
68,[#15:1]-[OH;D1;+0:2].[C:7]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[NH;D2;+0:11]-[C:12]-[C:13](=[O;D1;H0:14])-[O;D1;H1:15].[O;D1;H0:4]=[P;H0;D4;+0:3](-[O;D1;H1:5])(-[O;D1;H1:6])-[OH;D1;+0:10]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[O;D1;H1:6].[C:7]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[OH;D1;+0:10].[NH2;D1;+0:11]-[C:12]-[C:13](=[O;D1;H0:14])-[O;D1;H1:15],29
69,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;D1;H0:14])-[OH;D1;+0:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH;D2;+0:13]=[O;D1;H0:14].[OH2;D0;+0:15],28
70,[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:4](-[#8:3])(=[O;D1;H0:5])-[O;D1;H1:6].[C:11]-[C;H0;D3;+0:10](=[O;D1;H0:12])-[OH;D1;+0:7].[C:8]-[SH;D1;+0:9]>>[#15:1]-[OH;D1;+0:2].[#8:3]-[P;H0;D4;+0:4](=[O;D1;H0:5])(-[O;D1;H1:6])-[OH;D1;+0:7].[C:8]-[S;H0;D2;+0:9]-[C;H0;D3;+0:10](-[C:11])=[O;D1;H0:12],28
71,[#15:1]-[OH;D1;+0:2].[OH;D1;+0:6]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>[#15:1]-[O;H0;D2;+0:2]-[c;H0;D3;+0:3](:[c:4]):[c:5].[OH2;D0;+0:6],27
72,[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[NH;D2;+0:9]-[C:10]-[C:11](=[O;D1;H0:12])-[O;D1;H1:13].[NH2;D1;+0:4]-[C:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8]>>[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[NH;D2;+0:4]-[C:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8].[NH2;D1;+0:9]-[C:10]-[C:11](=[O;D1;H0:12])-[O;D1;H1:13],27
73,[C:7]-[C;H0;D3;+0:8](=[O;H0;D1;+0:3])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12].[C:1]-[C@H;D3;+0:2](-[NH2;D1;+0:9])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C@H;D3;+0:8](-[NH2;D1;+0:9])-[C:10](=[O;D1;H0:11])-[O;D1;H1:12],26
74,[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:5](=[O;D1;H0:6])(-[O;D1;H1:7])-[O;D1;H1:8].[C:3]-[OH;D1;+0:4]>>[#15:1]-[OH;D1;+0:2].[C:3]-[O;H0;D2;+0:4]-[P;H0;D4;+0:5](=[O;D1;H0:6])(-[O;D1;H1:7])-[O;D1;H1:8],26
75,[#15:1]-[O;H0;D2;+0:2]-[S;H0;D4;+0:5](=[O;D1;H0:6])(=[O;D1;H0:7])-[O;D1;H1:8].[C:3]-[OH;D1;+0:4]>>[#15:1]-[OH;D1;+0:2].[C:3]-[O;H0;D2;+0:4]-[S;H0;D4;+0:5](=[O;D1;H0:6])(=[O;D1;H0:7])-[O;D1;H1:8],26
76,[NH3;D0;+0:1].[O;D1;H0:6]=[C:5](-[O;D1;H1:7])/[CH;D2;+0:2]=[CH;D2;+0:3]/[c:4]>>[NH2;D1;+0:1]-[C@@H;D3;+0:2](-[CH2;D2;+0:3]-[c:4])-[C:5](=[O;D1;H0:6])-[O;D1;H1:7],26
77,[N;H0;D1;+0:1]#[C;H0;D2;+0:2]-[c:4].[OH2;D0;+0:3]>>[NH2;D1;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[c:4],26
78,[O;D1;H0:3]=[C:2](/[CH;D2;+0:1]=[CH;D2;+0:8]/[c:9])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[OH2;D0;+0:7]>>[CH3;D1;+0:1]-[C:2](=[O;D1;H0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;H0;D1;+0:7]=[CH;D2;+0:8]-[c:9],26
79,[NH2;D1;+0:1]-[C@@H;D3;+0:5](-[CH2;D2;+0:6]-[c:7])-[C:3](=[O;D1;H0:2])-[O;D1;H1:4]>>[NH3;D0;+0:1].[O;D1;H0:2]=[C:3](-[O;D1;H1:4])/[CH;D2;+0:5]=[CH;D2;+0:6]/[c:7],26
80,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[C@H;D3;+0:13](-[C:14])-[OH;D1;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](-[C:14])=[O;H0;D1;+0:15],25
81,[#1;H0;D0;+1].[CH3;D1;+0:4]-[O;H0;D2;+0:7]-[C:6]=[O;D1;H0:5].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[O;D1;H0:5]=[C:6]-[OH;D1;+0:7],25
82,[C;D1;H3:4]-[C;H0;D3;+0:3](=[O;D1;H0:5])-[OH;D1;+0:6].[C:1]-[NH2;D1;+0:2]>>[C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;D1;H0:5].[OH2;D0;+0:6],25
83,[#8:1]-[C@H;D3;+0:2](-[OH;D1;+0:6])-[C:5].[C:4]-[OH;D1;+0:3]>>[#8:1]-[C@H;D3;+0:2](-[O;H0;D2;+0:3]-[C:4])-[C:5].[OH2;D0;+0:6],25
84,[C:3]-[C@H;D3;+0:4](-[OH;D1;+0:5])-[C;H0;D2;+0:1]#[N;D1;H0:2]>>[CH;D1;+0:1]#[N;D1;H0:2].[C:3]-[CH;D2;+0:4]=[O;H0;D1;+0:5],25
85,[C:3]-[CH;D3;+0:4](-[OH;D1;+0:5])-[C;H0;D2;+0:1]#[N;D1;H0:2]>>[CH;D1;+0:1]#[N;D1;H0:2].[C:3]-[CH;D2;+0:4]=[O;H0;D1;+0:5],25
86,[CH;D1;+0:4]#[N;D1;H0:5].[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3]>>[C:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[C;H0;D2;+0:4]#[N;D1;H0:5],25
87,[CH;D1;+0:4]#[N;D1;H0:5].[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3]>>[C:1]-[C@H;D3;+0:2](-[OH;D1;+0:3])-[C;H0;D2;+0:4]#[N;D1;H0:5],25
88,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[C@H;D3;+0:13](-[C;D1;H3:14])-[OH;D1;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](-[C;D1;H3:14])=[O;H0;D1;+0:15],24
89,[C:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:4](=[O;D1;H0:3])(-[O;D1;H1:5])-[O;D1;H1:6].[OH;D1;+0:7]-[c:8]>>[C:1]-[OH;D1;+0:2].[O;D1;H0:3]=[P;H0;D4;+0:4](-[O;D1;H1:5])(-[O;D1;H1:6])-[O;H0;D2;+0:7]-[c:8],24
90,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:7].[C:6]-[OH;D1;+0:5]>>[#15:1]-[OH;D1;+0:2].[#8:3]-[C@H;D3;+0:4](-[O;H0;D2;+0:5]-[C:6])-[C:7],24
91,[#15:1]-[OH;D1;+0:2].[#8:7]-[C:8]-[O;H0;D2;+0:9]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[O;D1;H1:6]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[O;D1;H1:6].[#8:7]-[C:8]-[OH;D1;+0:9],24
92,[#1;H0;D0;+1].[C:1]-[O;H0;D2;+0:2]-[CH3;D1;+0:6].[C:3]-[S;H0;D2;+0:4]-[C:5]>>[C:1]-[OH;D1;+0:2].[C:3]-[S+;H0;D3:4](-[C:5])-[CH3;D1;+0:6],24
93,[#15:1]-[OH;D1;+0:2].[#8:6]-[C:5]-[C@@H;D3;+0:3](-[OH;D1;+0:7])-[C:4]>>[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:3](-[C:4])-[C:5]-[#8:6].[OH2;D0;+0:7],24
94,[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[CH2;D2;+0:4]-[OH;D1;+0:5]>>[C:1]-[C@@H;D3;+0:2](-[OH;D1;+0:3])-[CH;D2;+0:4]=[O;H0;D1;+0:5],24
95,[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[NH;D2;+0:7]-[C:6].[C:5]-[SH;D1;+0:4]>>[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[S;H0;D2;+0:4]-[C:5].[C:6]-[NH2;D1;+0:7],23
96,[C;D1;H3:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[O;D1;H0:5]=[CH;D2;+0:4]-[c:6]>>[C;D1;H3:1]-[C@H;D3;+0:2](-[OH;D1;+0:3])-[C;H0;D3;+0:4](=[O;D1;H0:5])-[c:6],23
97,[C:1]-[CH;D2;+0:2]=[O;D1;H0:3].[O;D1;H0:5]=[C;H0;D2;+0:4]=[O;H0;D1;+0:6]>>[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](=[O;D1;H0:5])-[OH;D1;+0:6],23
98,[C;D1;H3:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[C;H0;D3;+0:5](=[O;D1;H0:4])-[c:6]>>[C;D1;H3:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[O;D1;H0:4]=[CH;D2;+0:5]-[c:6],23
99,[C;D1;H3:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[O;D1;H0:5]=[CH;D2;+0:4]-[c:6]>>[C;D1;H3:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[C;H0;D3;+0:4](=[O;D1;H0:5])-[c:6],23
100,[CH;D1;+0:2]#[N;D1;H0:1].[O;H0;D1;+0:4]=[CH;D2;+0:3]-[c:5]>>[N;D1;H0:1]#[C;H0;D2;+0:2]-[C@@H;D3;+0:3](-[OH;D1;+0:4])-[c:5],23
101,[N;D1;H0:2]#[C;H0;D2;+0:1]-[C@@H;D3;+0:4](-[OH;D1;+0:3])-[c:5]>>[CH;D1;+0:1]#[N;D1;H0:2].[O;H0;D1;+0:3]=[CH;D2;+0:4]-[c:5],23
102,[C;D1;H3:1]-[C@H;D3;+0:2](-[OH;D1;+0:3])-[C;H0;D3;+0:5](=[O;D1;H0:4])-[c:6]>>[C;D1;H3:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[O;D1;H0:4]=[CH;D2;+0:5]-[c:6],23
103,[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:9])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH3;D0;+0:3].[OH;D1;+0:7]-[OH;D1;+0:8]>>[C:1]-[C@H;D3;+0:2](-[NH2;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;H0;D1;+0:7]=[O;H0;D1;+0:8].[OH2;D0;+0:9],22
104,[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[OH;D1;+0:4]-[OH;D1;+0:5]>>[C:1]-[CH2;D2;+0:2]-[OH;D1;+0:3].[O;H0;D1;+0:4]=[O;H0;D1;+0:5],22
105,[C:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:5](=[O;D1;H0:6])/[C:7]=[C:8]/[c:9].[C:3]-[SH;D1;+0:4]>>[C:1]-[OH;D1;+0:2].[C:3]-[S;H0;D2;+0:4]-[C;H0;D3;+0:5](=[O;D1;H0:6])/[C:7]=[C:8]/[c:9],22
106,[#15:1]-[OH;D1;+0:2].[O;D1;H0:4]=[P;H0;D4;+0:3](-[O;D1;H1:5])(-[O;D1;H1:6])-[O;H0;D2;+0:9]-[C:8]=[O;D1;H0:7]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[O;D1;H1:6].[O;D1;H0:7]=[C:8]-[OH;D1;+0:9],22
107,[#8:1]-[C@@H;D3;+0:2](-[OH;D1;+0:6])-[C:5].[C:4]-[OH;D1;+0:3]>>[#8:1]-[C@H;D3;+0:2](-[O;H0;D2;+0:3]-[C:4])-[C:5].[OH2;D0;+0:6],22
108,[O;D1;H0:1]=[C;H0;D3;+0:2](-[OH;D1;+0:3])-[c;H0;D3;+0:5](:[c:4]):[c:6]>>[O;D1;H0:1]=[C;H0;D2;+0:2]=[O;H0;D1;+0:3].[c:4]:[cH;D2;+0:5]:[c:6],22
109,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[O;D1;H0:12]=[C;H0;D3;+0:13](-[OH;D1;+0:15])-[c:14]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[O;D1;H0:12]=[CH;D2;+0:13]-[c:14].[OH2;D0;+0:15],21
110,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[CH;D3;+0:13](-[OH;D1;+0:14])-[C:15],21
111,[#8:1]-[C:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[OH;D1;+0:5]-[OH;D1;+0:6]>>[#8:1]-[C:2]-[CH2;D2;+0:3]-[OH;D1;+0:4].[O;H0;D1;+0:5]=[O;H0;D1;+0:6],21
112,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[c:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C;D1;H3:12]-[CH;D3;+0:13](-[OH;D1;+0:14])-[c:15],21
113,[C;D1;H3:4]-[C;H0;D3;+0:3](=[O;D1;H0:5])-[NH;D2;+0:6]-[C:7]-[C:8](=[O;D1;H0:9])-[O;D1;H1:10].[C:1]-[SH;D1;+0:2]>>[C:1]-[S;H0;D2;+0:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;D1;H0:5].[NH2;D1;+0:6]-[C:7]-[C:8](=[O;D1;H0:9])-[O;D1;H1:10],21
114,[#8:1]-[CH;D3;+0:2](-[OH;D1;+0:6])-[C:5].[C:4]-[OH;D1;+0:3]>>[#8:1]-[C@@H;D3;+0:2](-[O;H0;D2;+0:3]-[C:4])-[C:5].[OH2;D0;+0:6],21
115,[CH3;D1;+0:6]-[C:4](=[O;D1;H0:5])-[C:2](=[O;D1;H0:1])-[O;D1;H1:3].[O;H0;D1;+0:9]=[CH;D2;+0:7]-[c:8]>>[O;D1;H0:1]=[C:2](-[O;D1;H1:3])-[C:4](=[O;D1;H0:5])/[CH;D2;+0:6]=[CH;D2;+0:7]/[c:8].[OH2;D0;+0:9],21
116,[C:1]=[C:2]-[C:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[C:6].[OH;D1;+0:7]-[OH;D1;+0:8]>>[C:1]=[C:2]-[C:3]-[C@@H;D3;+0:4](-[OH;D1;+0:5])-[C:6].[O;H0;D1;+0:7]=[O;H0;D1;+0:8],20
117,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[CH;D2;+0:13]=[O;D1;H0:14].[OH2;D0;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;D1;H0:14])-[OH;D1;+0:15],20
118,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](-[C:14])=[O;H0;D1;+0:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[C@@H;D3;+0:13](-[C:14])-[OH;D1;+0:15],20
119,[#15:1]-[OH;D1;+0:2].[#8:4]-[P;H0;D4;+0:3](=[O;D1;H0:5])(-[O;D1;H1:6])-[O;H0;D2;+0:9]-[C:8]=[O;D1;H0:7]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](-[#8:4])(=[O;D1;H0:5])-[O;D1;H1:6].[O;D1;H0:7]=[C:8]-[OH;D1;+0:9],20
120,[#8:1]-[C@H;D3;+0:2](-[OH;D1;+0:6])-[C:5].[C:4]-[OH;D1;+0:3]>>[#8:1]-[C@@H;D3;+0:2](-[O;H0;D2;+0:3]-[C:4])-[C:5].[OH2;D0;+0:6],20
121,[NH2;D1;+0:4]-[C:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8].[O;D1;H0:1]=[C;H0;D3;+0:2](-[OH;D1;+0:9])-[c:3]>>[O;D1;H0:1]=[C;H0;D3;+0:2](-[c:3])-[NH;D2;+0:4]-[C:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8].[OH2;D0;+0:9],20
122,[CH3;D1;+0:1]-[OH;D1;+0:5].[O;D1;H0:4]=[C:3]-[OH;D1;+0:2]>>[CH3;D1;+0:1]-[O;H0;D2;+0:2]-[C:3]=[O;D1;H0:4].[OH2;D0;+0:5],20
123,[C:1]-[C@@H;D3;+0:2](-[OH;D1;+0:3])-[CH;D2;+0:4]=[O;H0;D1;+0:5]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[CH2;D2;+0:4]-[OH;D1;+0:5],20
124,[#15:1]-[OH;D1;+0:2].[#8:4]-[P;H0;D4;+0:3](=[O;D1;H0:5])(-[O;D1;H1:6])-[OH;D1;+0:10].[C:11]-[NH;D2;+0:12]-[C;H0;D3;+0:8](-[C:7])=[O;D1;H0:9]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](-[#8:4])(=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C;H0;D3;+0:8](=[O;D1;H0:9])-[OH;D1;+0:10].[C:11]-[NH2;D1;+0:12],20
125,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](-[C;D1;H3:14])=[O;H0;D1;+0:15]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[CH;D3;+0:13](-[C;D1;H3:14])-[OH;D1;+0:15],19
126,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:18])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[NH3;D0;+0:14]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[C@H;D3;+0:13](-[NH2;D1;+0:14])-[C:15](=[O;D1;H0:16])-[O;D1;H1:17].[OH2;D0;+0:18],19
127,[#7;a:1]:[c;H0;D3;+0:2](-[CH3;D1;+0:7]):[#7;a:3].[#7;a:4]:[c:5]:[cH;D2;+0:6]:[c:8]:[#7;a:9]>>[#7;a:1]:[cH;D2;+0:2]:[#7;a:3].[#7;a:4]:[c:5]:[c;H0;D3;+0:6](-[CH3;D1;+0:7]):[c:8]:[#7;a:9],19
128,[#8;a:8]:[c:7]:[c:6]:[c;H0;D3;+0:4](-[OH;D1;+0:9]):[c:5].[#8:1]-[C:2]-[OH;D1;+0:3]>>[#8:1]-[C:2]-[O;H0;D2;+0:3]-[c;H0;D3;+0:4](:[c:5]):[c:6]:[c:7]:[#8;a:8].[OH2;D0;+0:9],19
129,[#15:1]-[OH;D1;+0:2].[#8:4]-[P;H0;D4;+0:3](=[O;D1;H0:5])(-[O;D1;H1:6])-[OH;D1;+0:11].[C:7]-[S;H0;D2;+0:8]-[C;H0;D3;+0:10](=[O;D1;H0:9])/[C:12]=[C:13]/[c:14]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](-[#8:4])(=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[SH;D1;+0:8].[O;D1;H0:9]=[C;H0;D3;+0:10](-[OH;D1;+0:11])/[C:12]=[C:13]/[c:14],19
130,[#1;H0;D0;+1].[#8:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4].[#8:5]-[C:6]-[N;H0;D3;+0:7]1-[CH;D2;+0:8]=[C;H0;D3;+0:9](-[C:10](-[N;D1;H2:11])=[O;D1;H0:12])-[CH2;D2;+0:13]-[CH;D2;+0:14]=[CH;D2;+0:15]-1>>[#8:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[C:4].[#8:5]-[C:6]-[n+;H0;D3:7]1:[cH;D2;+0:8]:[c;H0;D3;+0:9](-[C:10](-[N;D1;H2:11])=[O;D1;H0:12]):[cH;D2;+0:13]:[cH;D2;+0:14]:[cH;D2;+0:15]:1,18
131,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH;D3;+0:13](-[C;D1;H3:14])-[OH;D1;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](-[C;D1;H3:14])=[O;H0;D1;+0:15],18
